Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Los Angeles,Weekly,15/08/2021 00:00,Organic,1.879915808,137597.51,4365.12,2354.04,0,70389.38,57323.5,2490.6,0,60488.97
Louisville,Weekly,05/09/2021 00:00,Organic,2.003739649,5373.76,1.05,703.47,0,1265.26,61.37,1203.9,0,3403.98
Louisville,Weekly,29/08/2021 00:00,Organic,1.936564278,4862.2,6.21,709.81,0,1369.37,116.38,1252.99,0,2776.8
Louisville,Weekly,22/08/2021 00:00,Organic,2.191867018,5330.61,4.83,972.33,0,1502.59,193.25,1309.34,0,2850.85
Louisville,Weekly,15/08/2021 00:00,Organic,2.162411391,5031.2,4.21,666.94,0,1279.35,776.67,502.68,0,3080.7
Miami/Ft. Lauderdale,Weekly,05/09/2021 00:00,Organic,1.405095928,57786.02,292.95,9.09,0,56861.16,43779.23,10596.58,0,622.81
Miami/Ft. Lauderdale,Weekly,29/08/2021 00:00,Organic,1.417948474,51944.78,351.29,0,0,50920.04,37430.6,10865.49,0,673.45
Miami/Ft. Lauderdale,Weekly,22/08/2021 00:00,Organic,1.594889051,43722.4,293.86,1.13,0,42715.51,29666.64,10242.22,0,711.9
Miami/Ft. Lauderdale,Weekly,15/08/2021 00:00,Organic,1.549710857,41606.09,287.82,11.32,0,40627.34,33292.45,4540.84,0,679.61
Nashville,Weekly,05/09/2021 00:00,Organic,1.772646513,15196.48,75.55,1344.08,0,7019.29,2881.76,3957.98,0,6757.57
Nashville,Weekly,29/08/2021 00:00,Organic,1.717255978,13370.5,95.39,1218.4,0,6749.57,2925.47,3748.5,0,5307.14
Nashville,Weekly,22/08/2021 00:00,Organic,1.942018579,13777.03,62.05,1709.38,0,7569.9,3282.35,4120.59,3.15,4435.7
Nashville,Weekly,15/08/2021 00:00,Organic,1.932411146,14223.27,86.76,1241.53,0,7389.31,5868.65,1328.51,0,5505.67
Northern New England,Weekly,05/09/2021 00:00,Organic,2.112210022,18596.95,95.11,486.28,0,15934.17,12840.21,2951.94,3.15,2081.38
Northern New England,Weekly,29/08/2021 00:00,Organic,2.103794592,15811.74,53.65,382.26,0,13858.14,10846.08,2872.01,0,1517.69
Northern New England,Weekly,22/08/2021 00:00,Organic,1.973908355,20135.95,114.06,475.01,0,17539.23,14093.34,3271.67,0,2007.65
Northern New England,Weekly,15/08/2021 00:00,Organic,2.17676087,18362.22,134.94,571.86,0,14395.19,12174.86,2094.75,0,3260.24
New Orleans/Mobile,Weekly,05/09/2021 00:00,Organic,1.227075429,12233.97,243.14,102.51,0,11383.23,3689.62,7274.67,0,505.09
New Orleans/Mobile,Weekly,29/08/2021 00:00,Organic,1.242539192,12019.59,202.96,38.94,0,11749.47,6761.16,4301.61,0,28.22
New Orleans/Mobile,Weekly,22/08/2021 00:00,Organic,1.279948409,10770.75,67.81,20.71,0,10621.88,4818.62,5009.47,3.15,60.34
New Orleans/Mobile,Weekly,15/08/2021 00:00,Organic,1.219154699,11225.73,115.7,41.65,0,10445.46,4730.35,4968.56,3.15,622.93
New York,Weekly,05/09/2021 00:00,Organic,1.782745917,113638.03,8702.94,9323.58,9.23,86848.06,60513.27,4702.16,0,8754.21
New York,Weekly,29/08/2021 00:00,Organic,1.729413362,101446.43,5443.05,6230.25,5.99,82349.17,59278.67,5388.47,3.15,7417.97
New York,Weekly,22/08/2021 00:00,Organic,1.752749309,99396.85,4476.85,4530.96,5.99,83697.55,61161.68,4214.31,0,6685.49
New York,Weekly,15/08/2021 00:00,Organic,1.750679469,93959.33,4416.42,4782.27,0,79173.71,58627.54,3313.01,0,5586.93
Orlando,Weekly,05/09/2021 00:00,Organic,1.384363854,35301.88,171.76,0,0,35036.67,24485.35,8850.32,0,93.45
Orlando,Weekly,29/08/2021 00:00,Organic,1.380580166,32302.77,218.48,0,0,31912.59,21504.13,8940.56,0,171.7
Orlando,Weekly,22/08/2021 00:00,Organic,1.593181671,26342.11,160.21,0,0,26065.35,15867.25,8468.75,0,116.55
Orlando,Weekly,15/08/2021 00:00,Organic,1.528753457,26431.2,142.37,0,0,26139.74,20186.81,4122.78,0,149.1
Peoria/Springfield,Weekly,05/09/2021 00:00,Organic,1.61986727,3996.35,36.57,417.76,0,2849.84,2298.2,438.24,0,692.18
Peoria/Springfield,Weekly,29/08/2021 00:00,Organic,1.75900848,4206.59,15.47,502.68,0,2827.66,2081.51,531.96,0,860.77
Peoria/Springfield,Weekly,22/08/2021 00:00,Organic,1.660370319,4084.21,51.04,515.38,0,2623.18,2095.17,427.22,0,894.62
Peoria/Springfield,Weekly,15/08/2021 00:00,Organic,1.714890973,3457.34,19.04,391.38,0,2203.61,1851.2,311.46,9.45,843.31
Philadelphia,Weekly,05/09/2021 00:00,Organic,1.781928811,32687.2,1375.9,3072.82,0,21421.06,14742.84,3256.84,9.45,6817.42
Philadelphia,Weekly,29/08/2021 00:00,Organic,1.721708549,29317.02,1339.7,2473.17,0,21580.94,13650.03,3991.31,0,3923.22
Philadelphia,Weekly,22/08/2021 00:00,Organic,1.745777668,26855.82,710.79,1817.41,0,20776.78,13802.55,3957.06,0,3550.84
Philadelphia,Weekly,15/08/2021 00:00,Organic,1.798416038,24699.87,558.94,1833.9,1.15,19101.04,13497.64,2407.52,0,3204.84
Phoenix/Tucson,Weekly,05/09/2021 00:00,Organic,1.622796144,26464.74,2326.58,1026.1,1.07,11263.61,10372.16,0,0,11847.38
Phoenix/Tucson,Weekly,29/08/2021 00:00,Organic,1.600498025,27045.01,2245.87,1038.45,0,11585.31,10747.41,0,0,12175.38
Phoenix/Tucson,Weekly,22/08/2021 00:00,Organic,1.642527852,28336,2177.83,1184.94,0,12611.94,11774.04,0,0,12361.29
Phoenix/Tucson,Weekly,15/08/2021 00:00,Organic,1.686189912,25598.88,1614.91,2744.88,0,10551.32,9631.52,0,0,10687.77
Pittsburgh,Weekly,05/09/2021 00:00,Organic,1.710151888,9641.64,1950.73,8.5,0,6348.09,3647.36,2439.28,0,1334.31
Pittsburgh,Weekly,29/08/2021 00:00,Organic,1.698925798,11132.43,2287.55,0,0,7132.83,4170.26,2612.93,0,1712.05
Pittsburgh,Weekly,22/08/2021 00:00,Organic,1.646243739,12415.81,2853.72,0,0,6894.94,3689.03,2938.16,0,2667.15
Pittsburgh,Weekly,15/08/2021 00:00,Organic,1.656043385,8997.48,1594.12,9.86,0,6567.97,4022.77,2072.7,0,825.53
Portland,Weekly,05/09/2021 00:00,Organic,2.083051075,34347.78,20.93,5641.59,0,3837.2,3738.92,0,0,24848.07
Portland,Weekly,29/08/2021 00:00,Organic,2.029883805,43554.89,29.09,5960.14,2.66,4086.41,3885.13,0,0,33476.6
Portland,Weekly,22/08/2021 00:00,Organic,2.269316612,33258.28,21.33,4922.47,0,4674.8,4548.47,0,0,23639.68
Portland,Weekly,15/08/2021 00:00,Organic,2.149143579,31848.77,146.53,4832.82,0,4114.18,3940.13,0,0,22755.24
Providence,Weekly,05/09/2021 00:00,Organic,1.84025759,5451.34,42.16,9.22,0,5399.96,4333.94,672.53,0,0
Providence,Weekly,29/08/2021 00:00,Organic,1.850948271,5857.08,163.74,8.19,0,5685.15,4970.89,689.06,0,0
Providence,Weekly,22/08/2021 00:00,Organic,1.809692749,5869.29,52.17,29.06,0,5788.06,4871.41,826.88,0,0
Providence,Weekly,15/08/2021 00:00,Organic,1.763492976,5814.88,5.28,23.76,0,5785.84,5130.24,592.59,0,0
Raleigh/Greensboro,Weekly,05/09/2021 00:00,Organic,1.576057138,25798.14,396.54,2891.41,17.29,10110.83,3323.38,6014.14,3.15,12382.08
Raleigh/Greensboro,Weekly,29/08/2021 00:00,Organic,1.588248,29931.8,548.94,3157.18,14.05,15616.65,7018.34,7791.92,0,10594.97
Raleigh/Greensboro,Weekly,22/08/2021 00:00,Organic,1.636382605,30358.33,424.54,2958.29,17.31,25742.03,16900.76,7987.61,0,1216.18
Raleigh/Greensboro,Weekly,15/08/2021 00:00,Organic,1.656262669,26852.45,372.15,3061.65,14.06,22349.23,17200.16,4396.22,3.15,1055.36
Richmond/Norfolk,Weekly,05/09/2021 00:00,Organic,1.581847254,17625.48,8.24,1400.02,2.16,11391.74,8263.4,3128.34,0,4823.31
Richmond/Norfolk,Weekly,29/08/2021 00:00,Organic,1.561153872,17781.84,17.3,1206.9,0,12297.97,8656.96,3641.01,0,4259.66
Richmond/Norfolk,Weekly,22/08/2021 00:00,Organic,1.600600759,18744.09,15.15,1328.44,0,15138.79,10850.07,4288.73,0,2261.71
Richmond/Norfolk,Weekly,15/08/2021 00:00,Organic,1.586814995,18992.62,8.65,1243.03,4.33,15620,12350.3,3263.4,6.3,2116.6
Roanoke,Weekly,05/09/2021 00:00,Organic,1.741613657,8560.88,10.6,970.76,0,3977.83,1734.24,2243.59,0,3601.69
Roanoke,Weekly,29/08/2021 00:00,Organic,1.678814102,8787.73,7.07,974.98,0,4918.65,2354.95,2560.56,3.15,2887.03
Roanoke,Weekly,22/08/2021 00:00,Organic,1.828159753,9222.69,1.18,1003.14,0,5919.67,2967.73,2951.94,0,2298.7
Roanoke,Weekly,15/08/2021 00:00,Organic,1.851813415,8548.22,5.91,924.36,0,5108.39,3600.72,1507.67,0,2509.57
Sacramento,Weekly,05/09/2021 00:00,Organic,1.956724677,21478.77,3562.22,2640.44,0,11770.94,9940.79,0,0,3505.16
Sacramento,Weekly,29/08/2021 00:00,Organic,1.954358606,21252.8,4328.33,3037.22,0,11059.53,9201.03,0,0,2827.71
Sacramento,Weekly,22/08/2021 00:00,Organic,1.824116824,23874.43,5591.21,3674.21,0,12144.33,10496.88,0,0,2464.69
Sacramento,Weekly,15/08/2021 00:00,Organic,1.775095108,25713.77,6255.85,4105.38,0,13745.89,12076.39,0,0,1606.65
San Diego,Weekly,05/09/2021 00:00,Organic,2.100795214,25615.73,755.2,1205.47,2.85,10953.85,8515.75,0,0,12698.36
San Diego,Weekly,29/08/2021 00:00,Organic,2.133920253,26498.57,692.15,1177.8,0,11633.67,9453.87,0,0,12994.94
San Diego,Weekly,22/08/2021 00:00,Organic,2.082190314,27150.39,584.53,1137.72,0,13196.14,11120.29,0,0,12232
San Diego,Weekly,15/08/2021 00:00,Organic,2.161775765,27898.91,544.31,1129.1,0,13432.68,11107.98,0,0,12792.82
San Francisco,Weekly,05/09/2021 00:00,Organic,2.047550873,71205.03,3820.75,4647.12,5.42,41696.44,33426.27,0,0,21035.31
San Francisco,Weekly,29/08/2021 00:00,Organic,2.083903236,67540.82,4834.02,4838.89,0,40124.96,33305.45,0,0,17742.94
San Francisco,Weekly,22/08/2021 00:00,Organic,1.828994571,74803.21,9533.5,6187.37,4.07,42620.6,35322.82,0,0,16457.67
San Francisco,Weekly,15/08/2021 00:00,Organic,2.018931339,70048.06,7736.8,6616.8,0,43889.43,37948.53,0,0,11805.04
Seattle,Weekly,05/09/2021 00:00,Organic,2.426038538,40604.13,1026.11,4568.63,0,8932.61,7832.21,218.4,0,26076.78
Seattle,Weekly,29/08/2021 00:00,Organic,2.424615121,38540.74,927.71,6274.43,0,9083.68,8098.78,159.6,0,22254.93
Seattle,Weekly,22/08/2021 00:00,Organic,2.039618213,57545.17,1140.38,6448.78,0,9842.57,8798.87,205.8,0,40113.44
Seattle,Weekly,15/08/2021 00:00,Organic,2.018463842,64078.37,1149.17,6210.97,0,9835.22,8642.42,159.6,0,46883.02
South Carolina,Weekly,05/09/2021 00:00,Organic,1.586010483,32099.81,852.24,2052.35,9.66,18188.68,6341.53,11664.45,0,10996.89
South Carolina,Weekly,29/08/2021 00:00,Organic,1.582648026,31748.06,747.11,2259.26,14.76,19062.41,7591.68,11322.68,0,9664.51
South Carolina,Weekly,22/08/2021 00:00,Organic,1.685338307,32349.45,616.49,2559.34,8.45,25431.49,12419.23,12813.81,0,3733.68
South Carolina,Weekly,15/08/2021 00:00,Organic,1.61482635,31068.24,693.21,2053.44,7.45,25069.35,20251.82,4622.23,0,3244.78
Spokane,Weekly,05/09/2021 00:00,Organic,2.1361659,3527.42,205.79,608.8,0,911.01,911.01,0,0,1801.82
Spokane,Weekly,29/08/2021 00:00,Organic,2.157070511,3336.47,138.85,529.68,0,1090.16,1090.16,0,0,1577.78
Spokane,Weekly,22/08/2021 00:00,Organic,2.287032085,3778.08,161.49,549.53,0,1095.68,1095.68,0,0,1971.38
Spokane,Weekly,15/08/2021 00:00,Organic,2.213092629,3722.21,205.64,459.22,0,1018.5,1018.5,0,0,2038.85
St. Louis,Weekly,05/09/2021 00:00,Organic,2.179043934,6459.85,1384.74,1013.19,0,3098.03,2570.4,297.68,0,963.89
St. Louis,Weekly,29/08/2021 00:00,Organic,2.387014642,6108.83,1243.23,892.02,4.81,2285.19,1736.7,305.94,0,1683.58
St. Louis,Weekly,22/08/2021 00:00,Organic,2.475286298,4825.54,857.49,682.86,21.68,1635.51,1043.7,355.56,0,1628
St. Louis,Weekly,15/08/2021 00:00,Organic,2.476029729,5261.99,811.82,856.93,14.46,1797.47,1319.85,184.67,0,1781.32
Syracuse,Weekly,05/09/2021 00:00,Organic,1.620395844,5112.71,216.85,138.74,0,4681.56,3447.08,1212.75,0,75.56
Syracuse,Weekly,29/08/2021 00:00,Organic,1.711325893,4853.14,201.6,131.68,0,4442.17,3477.2,950.91,0,77.68
Syracuse,Weekly,22/08/2021 00:00,Organic,1.678338971,4787.81,224.93,156.17,0,4276.83,3106.27,1154.87,0,129.87
Syracuse,Weekly,15/08/2021 00:00,Organic,1.61402447,4614.94,191.17,142.21,0,4211.27,3110.9,1083.21,0,70.29
Tampa,Weekly,05/09/2021 00:00,Organic,1.352890781,28024.21,167.7,2.13,0,27742.03,18324.71,8453.42,0,112.35
Tampa,Weekly,29/08/2021 00:00,Organic,1.345353334,27388.01,167.15,0,0,27098.01,17038.88,9010.18,0,122.85
Tampa,Weekly,22/08/2021 00:00,Organic,1.489375116,20948.01,165.39,0,0,20655.57,11801.26,7943.96,0,127.05
Tampa,Weekly,15/08/2021 00:00,Organic,1.410377519,22792.15,132.57,0,0,22514.67,18916.93,2747.24,0,144.9
Toledo,Weekly,05/09/2021 00:00,Organic,1.691719515,4653.68,73.03,539.47,0,2206.24,1482.28,723.96,0,1834.93
Toledo,Weekly,29/08/2021 00:00,Organic,1.938767539,4217.6,53.72,587.04,0,2024.76,1280.09,744.66,0,1552.08
Toledo,Weekly,22/08/2021 00:00,Organic,1.723253172,4036.39,65.45,543.22,0,2006.56,1290.87,715.69,0,1421.15
Toledo,Weekly,15/08/2021 00:00,Organic,1.698312254,4124.87,36.03,493.79,0,2003.31,1575.47,427.84,0,1591.74
West Tex/New Mexico,Weekly,05/09/2021 00:00,Organic,1.184574452,25710,747.87,386.23,0,21492.65,21237.5,0,0,3083.26
West Tex/New Mexico,Weekly,29/08/2021 00:00,Organic,1.086432104,29362.8,762.65,316.04,0,25112.18,24803.48,0,0,3171.93
West Tex/New Mexico,Weekly,22/08/2021 00:00,Organic,1.353980444,17475.55,778.5,287.7,0,12642.44,12302.24,0,0,3766.91
West Tex/New Mexico,Weekly,15/08/2021 00:00,Organic,1.310709576,13551.38,796.75,458.91,0,9310.69,9096.49,0,0,2985.03
Wichita,Weekly,05/09/2021 00:00,Organic,1.728210329,2522.9,270.03,0,0,1062.6,949.2,0,0,1190.27
Wichita,Weekly,29/08/2021 00:00,Organic,1.772002413,3336.82,368.72,46.63,1.08,1067.85,900.9,0,0,1852.54
Wichita,Weekly,22/08/2021 00:00,Organic,1.861350832,2252.27,386.21,6.51,0,307.65,191.1,0,0,1551.9
Wichita,Weekly,15/08/2021 00:00,Organic,1.679516107,2321.06,267.94,15.19,0,573.3,472.5,0,0,1464.62
California,Weekly,05/09/2021 00:00,Organic,1.903557089,319705.35,18877.33,17453.15,10.18,164278.17,114299.4,2154.6,0,119086.52
California,Weekly,29/08/2021 00:00,Organic,1.952906897,313850.24,21089.51,18140,12.49,158317.02,116167.83,2793,0,116291.23
California,Weekly,22/08/2021 00:00,Organic,1.835193923,341694.42,28746.26,21073.58,7.77,178235.37,149387.94,3137.4,0,113631.45
California,Weekly,15/08/2021 00:00,Organic,1.910638844,329857.18,27517.96,22515.51,0,178757.18,152420.17,2490.6,0,101066.52
Great Lakes,Weekly,05/09/2021 00:00,Organic,1.645707358,181079.74,5529.5,15261.41,0,96249.1,78057.54,12222.78,0,64039.73
Great Lakes,Weekly,29/08/2021 00:00,Organic,1.757539251,174008.55,5252.3,16254.1,2.23,90699.92,70978.86,13416.66,0,61800
Great Lakes,Weekly,22/08/2021 00:00,Organic,1.599276079,182496.45,5690.46,17244.39,7.23,100482.5,81132.19,14026.56,6.3,59071.87
Great Lakes,Weekly,15/08/2021 00:00,Organic,1.652200136,169426.97,4390.41,14719.08,6.69,89617.23,74146.72,8613.12,37.8,60693.55
Midsouth,Weekly,05/09/2021 00:00,Organic,1.681649036,228377.23,2182.5,22183.86,64.38,125915.2,74459.49,46122.91,9.45,78031.29
Midsouth,Weekly,29/08/2021 00:00,Organic,1.694283007,227512.49,4840.22,21008.69,57.39,136191.69,79941.08,50898.52,15.75,65414.49
Midsouth,Weekly,22/08/2021 00:00,Organic,1.738806207,227329.76,1901.28,22118.17,76.73,174222.99,113204.53,56044.7,15.75,29010.58
Midsouth,Weekly,15/08/2021 00:00,Organic,1.742032369,212850.54,1550.79,19285,45.21,161535.38,127642.99,28912.53,15.75,30434.16
Northeast,Weekly,05/09/2021 00:00,Organic,1.813436531,294082.79,16202.84,23059.11,20.18,233463.77,170325.71,31301.68,53.55,21336.89
Northeast,Weekly,29/08/2021 00:00,Organic,1.783301023,278860.22,13351.98,20822.57,15.71,228364.09,171152.29,32364.15,6.3,16305.86
Northeast,Weekly,22/08/2021 00:00,Organic,1.774965619,281343.15,11626.29,17630.3,12.45,235002.03,176581.3,33694.24,3.15,17072.09
Northeast,Weekly,15/08/2021 00:00,Organic,1.794984724,261748,9864.22,18545.22,20.75,218422,170155.88,24457.52,0,14895.81
Plains,Weekly,05/09/2021 00:00,Organic,1.512379111,61529.91,5561.64,2072.37,10.17,48813.89,38898.02,1165.18,0,5071.84
Plains,Weekly,29/08/2021 00:00,Organic,1.606199283,59995.29,8212.41,2577.68,18.72,42064.82,29346.95,4247.52,3.15,7121.67
Plains,Weekly,22/08/2021 00:00,Organic,1.662727222,45728.66,7548.59,2159.15,55.65,29941.06,15560.27,5954.55,0,6024.21
Plains,Weekly,15/08/2021 00:00,Organic,1.638043631,44953.03,7511.59,2231.59,67.79,29511.92,18817.05,2536.36,0,5630.15
South Central,Weekly,05/09/2021 00:00,Organic,1.545818198,155750.81,25967.01,4116.98,0,99867.87,87158.73,5495.65,6.3,25798.95
South Central,Weekly,29/08/2021 00:00,Organic,1.488280797,151341.16,22948.66,7453.95,0,104591.03,93829.05,2729.48,34.65,16347.52
South Central,Weekly,22/08/2021 00:00,Organic,1.526982506,98761.14,10686.62,2777.63,1.8,66720.17,56461.15,2591.91,37.8,18574.92
South Central,Weekly,15/08/2021 00:00,Organic,1.572182274,98641.13,18441.99,2375,0,52589.68,42484.8,3313.48,18.9,25234.46
Southeast,Weekly,05/09/2021 00:00,Organic,1.436723066,287826.46,1995.62,8006.73,10.02,245341.63,154495.52,82920.71,0,32472.46
Southeast,Weekly,29/08/2021 00:00,Organic,1.436236353,269239.95,2042.83,7831.71,16.2,230030.49,140255.39,82196.2,0,29318.72
Southeast,Weekly,22/08/2021 00:00,Organic,1.595985578,240761.24,1669.96,9465.56,8.72,208017.8,116511.61,83379.19,15.75,21599.2
Southeast,Weekly,15/08/2021 00:00,Organic,1.518651699,243600.14,1647.71,7228.72,7.8,211426.79,164332.62,38853.77,3.15,23289.11
West,Weekly,05/09/2021 00:00,Organic,1.885662377,265068.68,13158.07,19610.62,1.08,91329.8,85877.08,218.4,3.15,140969.12
West,Weekly,29/08/2021 00:00,Organic,1.858712866,256653.13,12340.74,21851.21,3.96,93451.8,87780.84,159.6,0,129005.42
West,Weekly,22/08/2021 00:00,Organic,1.893029958,251922.88,12511.71,20929.51,5.13,86875.27,81495.64,205.8,3.15,131601.26
West,Weekly,15/08/2021 00:00,Organic,1.876709492,258953.92,13277.82,23289.38,1.12,79374.19,73527.39,159.6,6.3,143011.4
Total U.S.,Weekly,05/09/2021 00:00,Organic,1.712430298,1793420.97,89474.5,111764.23,116,1105259.44,803571.49,181601.9,72.45,486806.8
Total U.S.,Weekly,29/08/2021 00:00,Organic,1.725045252,1731461.02,90078.65,115939.91,126.68,1083710.87,789452.29,188805.13,59.85,441604.91
Total U.S.,Weekly,22/08/2021 00:00,Organic,1.737436463,1670037.7,80381.16,113398.3,175.46,1079497.19,790334.63,199034.35,81.9,396585.59
Total U.S.,Weekly,15/08/2021 00:00,Organic,1.750234076,1620030.91,84202.5,110189.5,149.36,1021234.38,823527.63,109336.99,81.9,404255.17
Albany,Weekly,03/10/2021 00:00,Conventional,1.094467756,104934.79,18342.58,62734.3,13.19,20546.74,17134.57,3.15,0,3297.97
Albany,Weekly,26/09/2021 00:00,Conventional,1.171051514,108994.51,15257.97,74510.09,7.32,17417.77,17059.97,155.93,2.76,1801.37
Albany,Weekly,19/09/2021 00:00,Conventional,1.148310803,90156.06,14884.64,57667.2,16.15,16078.99,15792.09,22.05,33.86,1509.07
Albany,Weekly,12/09/2021 00:00,Conventional,1.090738068,101156.45,16100.39,59850.27,0,21786.47,21135.02,300.43,9.45,3419.33
Atlanta,Weekly,03/10/2021 00:00,Conventional,1.113486555,739265.46,334752.32,31170.08,74.96,122892.69,110945.12,5144.34,1457.18,250375.4
Atlanta,Weekly,26/09/2021 00:00,Conventional,1.152967712,681874.45,272880.39,30888.79,50.58,153729.06,122889.21,163.8,3045.78,224325.62
Atlanta,Weekly,19/09/2021 00:00,Conventional,1.09439623,718051.51,282144.81,30094.23,36.91,160948.36,127637.32,3518.55,7154.78,244827.2
Atlanta,Weekly,12/09/2021 00:00,Conventional,1.086978473,713948.8,244452.48,29400.72,24.78,146879.38,111307.82,5339.25,9150.07,293191.45
Baltimore/Washington,Weekly,03/10/2021 00:00,Conventional,1.460115354,821220.22,203259.47,200598.65,2311.56,351840.97,308749.06,53.58,0,63209.56
Baltimore/Washington,Weekly,26/09/2021 00:00,Conventional,1.454494259,796580.41,188117.57,191242.74,2308.94,347118.89,302550.97,83.55,12.6,67792.28
Baltimore/Washington,Weekly,19/09/2021 00:00,Conventional,1.289158025,870415.62,242751.02,210872.66,2735.17,354328.79,289827.83,1696.28,135.45,59727.97
Baltimore/Washington,Weekly,12/09/2021 00:00,Conventional,1.360790864,840919.65,183582.56,206859.23,2506.46,365998.86,312914.72,9253.13,0,81972.55
Birmingham/Montgomery,Weekly,03/10/2021 00:00,Conventional,1.06581717,316125.06,148125.66,10822.31,22.2,85760.29,61677.04,8029.74,3109.44,71394.6
Birmingham/Montgomery,Weekly,26/09/2021 00:00,Conventional,1.116859741,290577.65,115363.08,12646.4,13.7,101203.41,73516.45,805.09,6521.52,61351.07
Birmingham/Montgomery,Weekly,19/09/2021 00:00,Conventional,1.095885702,300714.84,131243.99,11811.86,20.3,93787.51,58820.19,5966.76,9140.07,63851.18
Birmingham/Montgomery,Weekly,12/09/2021 00:00,Conventional,1.058008613,307103.58,123262.74,10993.38,17.96,94084.15,65270.11,6780.38,8836.76,78745.35
Boise,Weekly,03/10/2021 00:00,Conventional,1.38929189,100078.77,26334.17,4235.15,853.71,29729.12,25683.23,0,0,38926.61
Boise,Weekly,26/09/2021 00:00,Conventional,1.309491352,96661.49,24492.31,5068.94,686.5,29129.49,25183.12,0,0,37284.25
Boise,Weekly,19/09/2021 00:00,Conventional,1.24206321,83224.28,21947.46,4675.66,673.64,24588.33,21050.07,0,327.41,31339.21
Boise,Weekly,12/09/2021 00:00,Conventional,0.991698623,100947.48,24464.87,4303.64,737.25,30739.84,26289.77,9.45,782.17,40701.88
Boston,Weekly,03/10/2021 00:00,Conventional,1.516762635,529650.46,90264.48,239285.89,63.62,133261.32,128725.05,89.78,0,66775.14
Boston,Weekly,26/09/2021 00:00,Conventional,1.531334661,469298.6,77039.33,217651.46,15.02,139147.72,131214.54,2468.07,898.54,35445.06
Boston,Weekly,19/09/2021 00:00,Conventional,1.483674166,485215.82,67662.88,227877.3,26.01,137540.56,132408.44,404.04,600.86,52109.06
Boston,Weekly,12/09/2021 00:00,Conventional,1.456546392,476633.78,28398.85,259392.36,52.16,137481.39,127923.54,4226.92,44.1,51309.01
Buffalo/Rochester,Weekly,03/10/2021 00:00,Conventional,1.345271144,143114.28,15798.11,43075.57,1615.01,79249.19,78562.52,0,0,3376.41
